1.186977587293332908e+04 9.034063878519784860e-03
1.187931629173333567e+04 8.407589478752893267e-03
1.188885458973333152e+04 7.671494652649712108e-03
1.189839076693333482e+04 7.121258892841935036e-03
1.190792482333333464e+04 6.216585546518066212e-03
1.191745675893333100e+04 5.918040258455362426e-03
1.192698657373333481e+04 6.505938970177951169e-03
1.193651426773333151e+04 6.455427516987248711e-03
1.194603984093333565e+04 7.403608685529705809e-03
1.195556329333333633e+04 6.142005384831431339e-03
1.196508462493332991e+04 6.224377204082523138e-03
1.197460383573333456e+04 5.731960271310302703e-03
1.198412092573332848e+04 5.667969323501246756e-03
1.199363589493333347e+04 4.705074421754406634e-03
1.200314874333333501e+04 5.329907388932444458e-03
1.201265947093333307e+04 5.738952857939360469e-03
1.202216807773333494e+04 5.844030403797425242e-03
1.203167456373332971e+04 6.889484314991019785e-03
1.204117892893333556e+04 8.350003051814235133e-03
1.205068117333333794e+04 8.586795154684648268e-03
1.206018129693332958e+04 9.031650861850195819e-03
1.206967929973333594e+04 9.569221827095897998e-03
1.207917518173333156e+04 9.272602365181148790e-03
1.208866894293333462e+04 8.868496838550076616e-03
1.209816058333333422e+04 8.941537354146258595e-03
1.210765010293333398e+04 9.640793608392719816e-03
1.211713750173333392e+04 1.057663503597217926e-02
1.212662277973333039e+04 1.017759549806685621e-02
1.213610593693333794e+04 8.395593757562953147e-03
1.214558697333333839e+04 8.848569299932617510e-03
1.215506588893333173e+04 8.723781737887433343e-03
1.216454268373333616e+04 6.088851918203035465e-03
1.217401735773332985e+04 4.081471544435185013e-03
1.218348991093333461e+04 3.841551549978481500e-03
1.219296034333333591e+04 4.115950719471583169e-03
1.220242865493333011e+04 3.948093818498007827e-03
1.221189484573333175e+04 3.771041247691235727e-03
1.222135891573332992e+04 4.234839915288850579e-03
1.223082086493333190e+04 2.973822045534358065e-03
1.224028069333333769e+04 4.067264465792218286e-03
1.224973840093333274e+04 3.294044653631454829e-03
1.225919398773333887e+04 3.478371736513612752e-03
1.226864745373333062e+04 4.712410519898633035e-03
1.227809879893333346e+04 4.345056348894082814e-03
1.228754802333333646e+04 4.458712333049192483e-03
1.229699512693333236e+04 3.660165904645665616e-03
1.230644010973333570e+04 3.227135866830329203e-03
1.231588297173332830e+04 4.211214178081301024e-03
1.232532371293333199e+04 4.748513884562933531e-03
1.233476233333333585e+04 4.501142128759704798e-03
1.234419883293333260e+04 3.643893462855176107e-03
1.235363321173333679e+04 3.933516846180012960e-03
1.236306546973333025e+04 4.864919841508286331e-03
1.237249560693333478e+04 5.213796966876496977e-03
1.238192362333333585e+04 4.941013866300746592e-03
