# eBE(cm-1)  int. (rel. X0)  beta
34414.081      0.15993       1.64868
34431.529      0.15641       3.15252
34448.929      0.15884       2.05674
34466.281      0.12771       0.53559
34483.585      0.07898      -0.25410
34500.841      0.07075      -0.44116
34518.049      0.06764      -0.31002
34535.209      0.06089      -0.70933
34552.321      0.07402      -0.48399
34569.385      0.07446      -0.51699
34586.401      0.05845      -0.75108
34603.369      0.05223      -0.59252
34620.289      0.03129      -0.45340
34637.161      0.01682       0.33576
34653.985      0.01794       0.36359
34670.761      0.02520      -0.77221
34687.489      0.03709       0.17333
34704.169      0.03233       1.53919
34720.801      0.03505       2.66483
34737.385      0.05107       1.11952
34753.921      0.04070       0.49165
34770.409      0.02900       0.22880
34786.849      0.02592      -0.74644
34803.241      0.03252      -0.54927
34819.585      0.03611      -0.50421
34835.881      0.04926      -0.42861
34852.129      0.06217      -0.49610
34868.329      0.04583      -0.32949
34884.481      0.02986       0.31311
34900.585      0.06003      -0.39579
34916.641      0.06859      -0.63756
34932.649      0.04442      -0.89146
34948.609      0.03126      -0.17461
34964.521      0.02589       0.22245
34980.385      0.02695      -0.96632
34996.201      0.02692      -0.88297
35011.969      0.02161      -0.73816
35027.689      0.02979      -0.50497
35043.361      0.02035      -0.11978
35058.985      0.01013       4.21332
35074.561      0.02020       1.46060
35090.089      0.03797      -0.50422
35105.569      0.09287      -1.04463
35121.001      0.19434      -0.95295
35136.385      0.23490      -0.74172
35151.721      0.22432      -0.50286
35167.009      0.28241      -0.50869
35182.249      0.33057      -0.66742
35197.441      0.29994      -0.77465
35212.585      0.24517      -0.82735
35227.681      0.18072      -0.78995
35242.729      0.10839      -0.47390
35257.729      0.09314      -0.62905
35272.681      0.11714      -0.96839
35287.585      0.13604      -1.07054
35302.441      0.14922      -0.87417
35317.249      0.16731      -0.57505
35332.009      0.27024      -0.64800
35346.721      0.34252      -0.74618
35361.385      0.25575      -0.57738
35376.001      0.20449      -0.36460
35390.569      0.22411      -0.61232
35405.089      0.16979      -0.88716
35419.561      0.08779      -1.03335
35433.985      0.04792      -0.54354
35448.361      0.02259      -0.65540
35462.689      0.00325       3.44082
35476.969      0.00355       8.19462
35491.201      0.02135       0.40208
35505.385      0.03671      -0.30283
35519.521      0.03566      -0.62882
35533.609      0.05009      -0.66971
35547.649      0.04530      -1.09307
35561.641      0.04672      -0.42428
35575.585      0.06003      -0.14685
35589.481      0.04922      -0.22574
35603.329      0.03530      -0.59131
35617.129      0.02306      -0.78264
35630.881      0.03101      -0.41264
35644.585      0.02736      -0.42614
35658.241      0.02847      -1.11150
35671.849      0.04094      -0.37895
35685.409      0.05267      -0.10065
35698.921      0.07798      -0.06403
35712.385      0.10594      -0.47140
35725.801      0.09248      -0.46026
35739.169      0.05422      -0.17078
35752.489      0.03792      -0.18554
35765.761      0.03521      -0.36249
35778.985      0.05184      -0.37713
35792.161      0.08135      -0.36740
35805.289      0.10574      -0.50766
35818.369      0.09098      -0.48618
35831.401      0.07983      -0.69993
35844.385      0.10052      -0.77495
35857.321      0.08872      -0.80798
35870.209      0.07052      -0.46920
35883.049      0.08545      -0.34432
35895.841      0.10457      -0.46603
35908.585      0.10487      -0.40357
35921.281      0.09078      -0.11083
35933.929      0.08274      -0.05601
35946.529      0.07091      -0.27067
35959.081      0.07557      -0.24257
35971.585      0.08957      -0.47164
35984.041      0.07631      -0.52230
35996.449      0.05570      -0.38771
36008.809      0.06362      -0.60237
36021.121      0.06116      -0.87258
36033.385      0.04939      -0.54737
36045.601      0.05651      -0.10542
36057.769      0.04950      -0.00487
36069.889      0.03697      -0.14166
36081.961      0.03583      -0.44026
36093.985      0.02984       0.07368
36105.961      0.02642       0.48467
36117.889      0.03568       0.63031
36129.769      0.02234       1.18613
36141.601      0.02629       0.27162
36153.385      0.03216      -0.59121
36165.121      0.02378      -1.18389
36176.809      0.03266      -0.93267
36188.449      0.03498      -0.11819
36200.041      0.03417      -0.08014
36211.585      0.03742      -0.72104
36223.081      0.02030       0.05114
36234.529      0.00895       2.60655
36245.929      0.02832       0.65582
36257.281      0.05121      -0.33865
36268.585      0.05140      -0.50855
36279.841      0.04897      -0.65577
36291.049      0.03349      -1.02309
36302.209      0.02579      -0.96979
36313.321      0.02917      -0.21107
36324.385      0.03608      -0.09406
36335.401      0.02694      -0.24554
36346.369      0.02089      -0.44902
36357.289      0.03429      -0.20062
36368.161      0.03288       0.34784
36378.985      0.02802       0.98436
36389.761      0.02778       0.01637
36400.489      0.03027      -0.84241
36411.169      0.03549      -0.93348
36421.801      0.03708      -0.76679
36432.385      0.03058      -0.63104
36442.921      0.03043      -0.60542
36453.409      0.02008      -0.27003
36463.849      0.01522       0.24002
36474.241      0.02202      -0.06044
36484.585      0.03531       0.10093
36494.881      0.03152       0.09797
36505.129      0.02811       0.62343
36515.329      0.03570       0.11625
36525.481      0.05016      -0.53350
36535.585      0.04444      -0.98691
36545.641      0.02980       0.44796
36555.649      0.01916       1.35933
36565.609      0.02602      -0.69005
36575.521      0.02702      -1.65936
36585.385      0.02161      -1.77041
36595.201      0.02834       0.10023
36604.969      0.03383       0.68656
36614.689      0.02480       0.51924
36624.361      0.01505       0.62366
36633.985      0.02516      -0.13312
36643.561      0.03923       0.04894
36653.089      0.03211       0.04243
36662.569      0.02689      -0.41999
36672.001      0.03014      -0.38983
36681.385      0.03910      -0.46785
36690.721      0.04265      -0.11095
36700.009      0.03199       0.50378
36709.249      0.02792      -0.29644
36718.441      0.03740      -0.86414
36727.585      0.02082      -0.63194
36736.681      0.00872       0.64944
36745.729      0.02078      -0.39972
36754.729      0.02375       0.13366
36763.681      0.02945       0.11930
36772.585      0.02944      -0.49061
36781.441      0.03066      -1.12808
36790.249      0.02831      -1.36556
36799.009      0.02455      -0.64534
36807.721      0.03090      -0.19288
36816.385      0.02344       0.07920
36825.001      0.01937       0.04362
36833.569      0.02598       0.25825
36842.089      0.02910       0.06733
36850.561      0.02639      -0.45391
36858.985      0.02599      -0.05667
36867.361      0.02155       0.36398
36875.689      0.02443       0.28290
36883.969      0.03454      -0.17368
36892.201      0.03848      -0.05493
36900.385      0.02911      -0.14083
36908.521      0.01327       0.27007
36916.609      0.00333       5.93752
36924.649      0.01246       1.50178
36932.641      0.02996      -0.29663
36940.585      0.02825      -0.53064
36948.481      0.01821      -0.74445
36956.329      0.00815       2.09355
36964.129      0.00618       5.78186
36971.881      0.03287       0.14860
36979.585      0.04469      -0.53953
36987.241      0.03234      -0.36195
36994.849      0.02039       0.11353
37002.409      0.01126       1.06824
37009.921      0.00754       1.96605
37017.385      0.01878       0.24868
37024.801      0.02847      -0.13579
37032.169      0.03162      -0.58550
37039.489      0.02806      -0.05580
37046.761      0.02402      -0.06633
37053.985      0.02922      -1.12036
37061.161      0.02033      -1.18432
37068.289      0.01734       0.38999
37075.369      0.02505       0.40433
37082.401      0.02998       0.48121
37089.385      0.03280       0.19047
37096.321      0.03374      -0.37125
37103.209      0.03378      -0.61392
37110.049      0.02327      -0.40134
37116.841      0.01758       0.12674
37123.585      0.01338       1.14354
37130.281      0.01203       2.28527
37136.929      0.01221       1.85629
37143.529      0.01874       0.10243
37150.081      0.03836      -0.15987
37156.585      0.04016      -0.08069
37163.041      0.03920      -0.16901
37169.449      0.03110       0.34258
37175.809      0.01688       1.34007
37182.121      0.02014       0.44108
37188.385      0.02077      -0.02015
37194.601      0.01418       0.89887
37200.769      0.01865       0.66475
37206.889      0.02840      -0.22348
37212.961      0.03105      -0.86965
37218.985      0.03242      -1.07468
37224.961      0.02731      -0.97422
37230.889      0.03344      -0.49048
37236.769      0.04483       0.06595
37242.601      0.04395       0.58777
37248.385      0.03662      -0.06260
37254.121      0.02320      -0.61983
37259.809      0.01677      -0.59200
37265.449      0.02021      -0.60787
37271.041      0.02102      -0.66915
37276.585      0.01812      -0.54078
37282.081      0.01303      -0.36599
37287.529      0.02143      -0.40440
37292.929      0.03374      -0.04509
37298.281      0.02802       0.33828
37303.585      0.02148      -0.15734
37308.841      0.03046      -0.80213
37314.049      0.03866      -0.68637
37319.209      0.04216      -0.51329
37324.321      0.04074      -0.84178
37329.385      0.03153      -0.62985
37334.401      0.01006       2.25802
37339.369      0.01197       3.03161
37344.289      0.02150       1.13353
37349.161      0.01762       1.15548
37353.985      0.01106       1.57663
37358.761      0.02055       0.45295
37363.489      0.03617      -0.12770
37368.169      0.03755      -0.33937
37372.801      0.03518      -0.70515
37377.385      0.04144      -0.53616
37381.921      0.03579      -0.35106
37386.409      0.02092      -0.28273
37390.849      0.01092      -1.00880
37395.241      0.01314      -0.83856
37399.585      0.01360      -1.36491
37403.881      0.01250      -1.06073
37408.129      0.01485      -0.16513
37412.329      0.02307       0.14834
37416.481      0.02501      -0.28101
37420.585      0.02253      -0.05929
37424.641      0.02431       0.50531
37428.649      0.03014       0.27564
37432.609      0.03971       0.03830
37436.521      0.03454      -0.13129
37440.385      0.01668      -0.12334
37444.201      0.00641       1.73070
37447.969      0.01157       1.05381
37451.689      0.01860       0.60349
37455.361      0.02452      -0.05191
37458.985      0.02995      -0.53897
37462.561      0.02461      -0.53751
37466.089      0.01866      -0.29026
37469.569      0.01885      -0.19234
37473.001      0.02059       0.20631
37476.385      0.02020       0.13736
37479.721      0.02192      -0.25955
37483.009      0.02055       0.02730
37486.249      0.01585       1.03065
37489.441      0.01930       0.94565
37492.585      0.02439       0.14784
37495.681      0.02461      -0.19950
37498.729      0.02125      -0.24968
37501.729      0.02123      -0.67291
37504.681      0.02639      -0.67677
37507.585      0.02531      -0.60875
37510.441      0.01774      -0.40302
37513.249      0.00502       2.14910
37516.009     -0.00078     -18.27775
37518.721      0.00308       2.14453
37521.385      0.00764      -1.56384
37524.001      0.01903      -1.18842
37526.569      0.02167      -1.02505
37529.089      0.01777      -0.99555
37531.561      0.01808      -0.83483
37533.985      0.01815      -0.31367
37536.361      0.01270      -0.29892
37538.689      0.00596      -0.64882
37540.969      0.00692      -0.28590
37543.201      0.01156       0.49578
37545.385      0.01767       0.63027
37547.521      0.02141       0.13784
37549.609      0.01845      -0.44489
37551.649      0.01634      -0.41323
37553.641      0.01604      -0.39854
37555.585      0.01405       0.24874
37557.481      0.01012       1.92162
37559.329      0.00992       2.16214
37561.129      0.01419       0.83359
37562.881      0.01801       0.00289
37564.585      0.01745      -0.36832
37566.241      0.01155      -0.51915
37567.849      0.00972      -1.07445
37569.409      0.00880      -1.86658
37570.921      0.01007      -0.80850
37572.385      0.00986       0.89789
37573.801      0.00932       2.03830
37575.169      0.01496       1.04248
37576.489      0.02295       0.43594
37577.761      0.02482       0.25203
37578.985      0.02682       0.04693
37580.161      0.02504       0.01088
37581.289      0.02039       0.32607
37582.369      0.01928       0.56115
37583.401      0.02056       0.46101
37584.385      0.02292       0.40979
37585.321      0.02262       0.39879
37586.209      0.02155       0.31381
37587.049      0.02468       0.18141
37587.841      0.02929       0.11975
37588.585      0.03317       0.03212
37589.281      0.03766       0.01109
37589.929      0.04218       0.01512
37590.529      0.04462       0.13008
37591.081      0.04549       0.40165
37591.585      0.04672       0.69419
37592.041      0.04741       0.91449
37592.449      0.04609       1.10881
37592.809      0.04613       1.21392
37593.121      0.04498       1.21931
37593.385      0.04033       1.23861
37593.601      0.03222       1.24444
37593.769      0.02256       1.14997
37593.889      0.01251       0.95344
37593.961      0.00400       0.71021
37593.985      0.00000       1.08185
