# eBE(cm-1)  int. (rel. X0)  beta
33520.129      0.02251      -0.95203
33539.881      0.03483      -0.65614
33559.585      0.02631      -0.83685
33579.241      0.03463      -0.79515
33598.849      0.02439      -0.69938
33618.409      0.01860      -0.60599
33637.921      0.02468      -0.95870
33657.385      0.03077      -0.74549
33676.801      0.02593      -0.40202
33696.169      0.03025      -1.18253
33715.489      0.01864      -0.87194
33734.761      0.03059      -0.79958
33753.985      0.03074      -0.81588
33773.161      0.01539      -0.41976
33792.289      0.01745      -1.12747
33811.369      0.03598      -0.85757
33830.401      0.02759      -0.85076
33849.385      0.02280      -1.29963
33868.321      0.02444      -0.43727
33887.209      0.01646      -0.73126
33906.049      0.00790      -0.05923
33924.841      0.02378      -0.87832
33943.585      0.01477      -0.52428
33962.281      0.02935      -1.14572
33980.929      0.03050      -1.15242
33999.529      0.02418      -0.37120
34018.081      0.02609      -0.47914
34036.585      0.03056       0.32186
34055.041      0.06611       0.94275
34073.449      0.15029       0.97498
34091.809      0.37412       1.57673
34110.121      1.00000       1.38336
34128.385      0.78640       1.55190
34146.601      0.13182       1.25837
34164.769      0.03022      -0.31519
34182.889      0.05643       0.06142
34200.961      0.06631      -0.34861
34218.985      0.06382      -0.29773
34236.961      0.03062      -1.22239
34254.889      0.02294      -0.90190
34272.769      0.00553       0.47373
34290.601      0.02757      -0.04423
34308.385      0.04757      -0.40262
34326.121      0.03045       0.69819
34343.809      0.03287      -0.62296
34361.449      0.02452      -0.74259
34379.041      0.01741      -1.55305
34396.585      0.01636      -0.83434
34414.081      0.02324      -1.17508
34431.529      0.02519       0.03222
34448.929      0.01766      -1.57114
34466.281      0.01981      -0.81878
34483.585      0.01676      -0.34969
34500.841      0.02677      -0.53269
34518.049      0.02381       0.47115
34535.209      0.02631      -0.50065
34552.321      0.04412       0.32874
34569.385      0.14831       0.98969
34586.401      0.17513       0.93955
34603.369      0.06558       1.58951
34620.289      0.04184      -1.00189
34637.161      0.07938      -0.53542
34653.985      0.07442      -0.49433
34670.761      0.04047      -0.65320
34687.489      0.02903      -0.47789
34704.169      0.01780      -1.38162
34720.801      0.02087      -0.59851
34737.385      0.02268       0.58328
34753.921      0.04082       0.98892
34770.409      0.03904      -0.26653
34786.849      0.03125      -0.06215
34803.241      0.02106       0.26625
34819.585      0.01716      -3.03647
34835.881      0.04998      -0.52301
34852.129      0.05913      -0.64820
34868.329      0.04314      -0.91099
34884.481      0.02440      -1.03364
34900.585      0.04015      -0.45948
34916.641      0.03278      -0.56772
34932.649      0.01319      -1.07773
34948.609      0.01397      -1.25435
34964.521      0.02002      -1.00119
34980.385      0.02566      -0.51384
34996.201      0.06500      -0.73150
35011.969      0.22857      -0.66784
35027.689      0.35237      -0.63795
35043.361      0.26363      -0.52814
35058.985      0.17655      -0.60522
35074.561      0.13836      -0.86908
35090.089      0.06043      -0.46860
35105.569      0.06199      -0.36023
35121.001      0.17297      -0.75528
35136.385      0.27511      -0.62761
35151.721      0.34605      -0.75355
35167.009      0.14893      -0.45598
35182.249      0.04397      -0.03205
35197.441      0.02833      -0.84099
35212.585      0.00246      -6.71356
35227.681      0.03530      -0.10158
35242.729      0.03685      -1.23597
35257.729      0.03382      -0.93718
35272.681      0.05320      -0.67312
35287.585      0.04853      -0.36955
35302.441      0.00977      -1.43580
35317.249      0.03094      -0.86509
35332.009      0.02557      -0.91036
35346.721      0.04576      -0.17947
35361.385      0.06421      -0.79525
35376.001      0.07393      -0.31044
35390.569      0.03003      -0.46381
35405.089      0.04522      -0.95111
35419.561      0.07443      -0.70912
35433.985      0.14494      -0.69954
35448.361      0.07960      -0.55754
35462.689      0.06118      -0.83307
35476.969      0.07203      -0.29174
35491.201      0.10181      -0.38227
35505.385      0.05464       0.02616
35519.521      0.07370      -0.64827
35533.609      0.09278      -0.44942
35547.649      0.08925      -0.93092
35561.641      0.05667      -0.93618
35575.585      0.02651      -1.01276
35589.481      0.03358      -0.72308
35603.329      0.01766      -0.30205
35617.129      0.01887       0.25759
35630.881      0.01949      -1.85408
35644.585      0.02702      -0.59519
35658.241      0.01969      -0.24102
35671.849      0.04581      -1.18560
35685.409      0.05096      -0.68488
35698.921      0.01419       0.45424
35712.385      0.03440      -1.33270
35725.801      0.02897      -1.21358
35739.169      0.02334      -0.66670
35752.489      0.04064      -1.32055
35765.761      0.01737      -0.71647
35778.985      0.02227      -1.46433
35792.161      0.03128      -0.81667
35805.289      0.01185      -0.26929
35818.369      0.03045      -1.09468
35831.401      0.01614      -1.60320
35844.385      0.04411      -0.75140
35857.321      0.01129      -0.57079
35870.209      0.04398      -0.90165
35883.049      0.01567      -1.38463
35895.841      0.02901      -0.48120
35908.585      0.01697      -0.89012
35921.281      0.02966      -0.99650
35933.929      0.01260      -0.43242
35946.529      0.02802      -1.14771
35959.081      0.02832      -0.99445
35971.585      0.02506      -0.96521
35984.041      0.02428      -0.68328
35996.449      0.01917      -0.43322
36008.809      0.02484      -0.70715
36021.121      0.02232      -1.24193
36033.385      0.00253      -3.33209
36045.601      0.02454      -0.71300
36057.769      0.03386      -1.18815
36069.889      0.00774      -2.81291
36081.961      0.02136      -0.36465
36093.985      0.02545      -0.52988
36105.961      0.01367      -1.18140
36117.889      0.02300      -1.18208
36129.769      0.03157      -1.19439
36141.601      0.01380      -1.26191
36153.385      0.01981      -1.43286
36165.121      0.02074      -0.29649
36176.809      0.02564      -1.36015
36188.449      0.01941      -0.96214
36200.041      0.01238      -0.21724
36211.585      0.02246      -1.16205
36223.081      0.03563      -1.52761
36234.529      0.00796      -2.40577
36245.929      0.01679      -1.33389
36257.281      0.01855      -0.03932
36268.585      0.02165      -1.42223
36279.841      0.02220      -0.82114
36291.049      0.01923      -1.41932
36302.209      0.02587      -0.83693
36313.321      0.01029      -1.81168
36324.385      0.02597      -2.02784
36335.401      0.03805      -0.76552
36346.369     -0.00158       7.22102
36357.289      0.03014      -0.22567
36368.161      0.02309      -2.08854
36378.985      0.02708      -1.21199
36389.761      0.01999      -0.88083
36400.489      0.01716      -0.91894
36411.169      0.02469      -1.11680
36421.801      0.02242      -1.13264
36432.385      0.01604      -1.08410
36442.921      0.02622      -1.49834
36453.409      0.01395      -2.38976
36463.849      0.02328      -0.25942
36474.241      0.02151      -0.68161
36484.585      0.01215      -1.72640
36494.881      0.02324      -1.52275
36505.129      0.03458      -0.66911
36515.329      0.02107      -1.19891
36525.481      0.02150      -0.24558
36535.585      0.00134     -14.90698
36545.641      0.03374      -0.87371
36555.649      0.01025       0.63401
36565.609      0.03208      -1.54530
36575.521      0.02408      -0.10443
36585.385      0.01914      -0.81460
36595.201      0.03866      -1.07876
36604.969     -0.00056      41.52517
36614.689      0.03759      -1.23620
36624.361      0.03233      -1.14075
36633.985      0.02854      -0.64094
36643.561      0.01104      -2.31935
36653.089      0.02596      -1.10549
36662.569      0.02910      -1.38807
36672.001      0.01899      -0.20798
36681.385      0.02103      -1.19031
36690.721      0.02128      -1.92842
36700.009      0.03018      -0.70911
36709.249      0.01686      -0.53734
36718.441      0.02083      -2.01254
36727.585      0.03436      -0.91857
36736.681      0.01487      -1.55435
36745.729      0.01494      -0.80616
36754.729      0.03384      -0.99317
36763.681      0.02133      -0.60067
36772.585      0.01943      -1.75322
36781.441      0.02624      -1.50224
36790.249      0.01430      -0.99087
36799.009      0.03028      -0.95415
36807.721      0.03284      -0.94824
36816.385      0.03109      -1.05477
36825.001      0.01740      -1.60763
36833.569      0.02590      -0.79853
36842.089      0.02830      -0.87164
36850.561      0.01661      -2.37653
36858.985      0.04158      -1.43151
36867.361      0.02774      -0.58304
36875.689      0.02152      -1.12255
36883.969      0.02073      -0.92676
36892.201      0.02196      -0.83440
36900.385      0.03181      -1.28149
36908.521      0.03779      -1.04656
36916.609      0.02585      -1.07379
36924.649      0.02064      -1.70992
36932.641      0.03478      -1.33557
36940.585      0.02615      -0.52238
36948.481      0.03142      -0.79540
36956.329      0.02904      -0.48187
36964.129      0.02429      -0.82170
36971.881      0.02125      -1.38178
36979.585      0.02551      -1.62992
36987.241      0.04064      -0.47663
36994.849      0.02920      -1.38399
37002.409      0.02238      -0.53920
37009.921      0.03934      -1.14250
37017.385      0.01816      -1.11929
37024.801      0.03709      -0.84921
37032.169      0.03652      -0.79765
37039.489      0.03302      -1.04880
37046.761      0.03579      -1.13826
37053.985      0.02643      -1.11540
37061.161      0.04110      -0.77590
37068.289      0.02014      -1.13640
37075.369      0.04638      -0.98839
37082.401      0.03386      -0.70040
37089.385      0.03379      -0.71913
37096.321      0.02402      -1.64359
37103.209      0.03120      -0.30447
37110.049      0.03755      -0.90906
37116.841      0.04260      -0.91162
37123.585      0.02243       0.09950
37130.281      0.03361      -1.25597
37136.929      0.05586      -0.77646
37143.529      0.04990      -1.16324
37150.081      0.03755      -0.58306
37156.585      0.01582      -1.07987
37163.041      0.03172      -0.22699
37169.449      0.03363      -0.83670
37175.809      0.03866      -0.66778
37182.121      0.04394      -1.04658
37188.385      0.02171      -1.08304
37194.601      0.04779      -0.36832
37200.769      0.03610      -0.81870
37206.889      0.04903      -1.28736
37212.961      0.05067      -0.24424
37218.985      0.04904      -0.23078
37224.961      0.05588      -0.68891
37230.889      0.04113      -0.67037
37236.769      0.04987      -0.71492
37242.601      0.04262      -0.93971
37248.385      0.04883      -0.41354
37254.121      0.04269      -0.20890
37259.809      0.05429      -1.12017
37265.449      0.04178      -0.48221
37271.041      0.04703      -0.54482
37276.585      0.05873      -0.45158
37282.081      0.04755      -0.37498
37287.529      0.05082      -0.53774
37292.929      0.06066      -0.30607
37298.281      0.06626      -0.52061
37303.585      0.05838      -0.55873
37308.841      0.06328      -0.71793
37314.049      0.04636       0.14210
37319.209      0.06105      -0.32966
37324.321      0.06721      -0.63543
37329.385      0.05826      -0.01441
37334.401      0.06512      -0.43114
37339.369      0.07424      -0.27687
37344.289      0.06258      -0.27374
37349.161      0.07295      -0.36572
37353.985      0.08299      -0.23312
37358.761      0.04611      -0.10061
37363.489      0.06112      -0.56584
37368.169      0.10130      -0.21942
37372.801      0.05267      -0.31140
37377.385      0.06635      -0.00284
37381.921      0.08131      -0.57813
37386.409      0.07095      -0.08937
37390.849      0.06190      -0.53953
37395.241      0.07966      -0.05183
37399.585      0.07003      -0.39296
37403.881      0.09619      -0.23014
37408.129      0.08768      -0.62810
37412.329      0.06063       0.35319
37416.481      0.09263      -0.12528
37420.585      0.07879      -0.25827
37424.641      0.07688      -0.17828
37428.649      0.10506      -0.35009
37432.609      0.08998      -0.32838
37436.521      0.06989       0.11087
37440.385      0.06782      -0.02469
37444.201      0.09382      -0.25024
37447.969      0.09344      -0.49377
37451.689      0.09191      -0.00486
37455.361      0.09578       0.05464
37458.985      0.09109      -0.41191
37462.561      0.08530      -0.26040
37466.089      0.06470      -0.06477
37469.569      0.07639       0.10350
37473.001      0.09480      -0.39493
37476.385      0.09905      -0.24223
37479.721      0.09142      -0.12024
37483.009      0.05948      -0.21614
37486.249      0.11323      -0.01497
37489.441      0.09239      -0.20807
37492.585      0.08115      -0.25518
37495.681      0.09354       0.15755
37498.729      0.07626      -0.34077
37501.729      0.08922      -0.00254
37504.681      0.09256      -0.03157
37507.585      0.09440      -0.09962
37510.441      0.09013      -0.76284
37513.249      0.07450       0.34958
37516.009      0.07863       0.05928
37518.721      0.08074      -0.18316
37521.385      0.08251       0.00555
37524.001      0.08221      -0.05988
37526.569      0.07070      -0.30766
37529.089      0.06552       0.49752
37531.561      0.08974      -0.32338
37533.985      0.06478      -0.03927
37536.361      0.10179      -0.68050
37538.689      0.08086      -0.40469
37540.969      0.07344      -0.38501
37543.201      0.05392      -0.00246
37545.385      0.07602      -0.91564
37547.521      0.07033      -0.18806
37549.609      0.09133      -0.65656
37551.649      0.03852       0.57081
37553.641      0.05914       0.07308
37555.585      0.05823      -0.25679
37557.481      0.06658       0.07437
37559.329      0.07560      -1.06373
37561.129      0.05444      -0.29003
37562.881      0.02249      -0.39361
37564.585      0.03268      -1.30197
37566.241      0.04366      -0.32770
37567.849      0.02420      -0.00929
37569.409      0.00353      -4.27548
37570.921      0.01297      -0.91375
37572.385      0.01444      -2.62095
37573.801      0.02598       0.05959
37575.169      0.00879       2.39671
37576.489     -0.00598      -1.66935
37577.761     -0.00920      -3.38626
37578.985      0.01073       1.25980
37580.161      0.00596      -2.06164
37581.289      0.04096      -0.79922
37582.369      0.01003       2.53999
37583.401     -0.00978      -5.47779
37584.385     -0.00654      -3.37444
37585.321      0.00192       5.45889
37586.209     -0.00253      -5.21642
37587.049     -0.01103      -1.53465
37587.841      0.00644       3.23834
37588.585      0.01759       1.16214
37589.281      0.00950       5.39072
37589.929      0.00461      10.68676
37590.529      0.00961       1.47294
37591.081      0.00655       4.01690
37591.585      0.03108      -0.56728
37592.041      0.04031      -1.17815
37592.449      0.02176      -1.13527
37592.809      0.01696      -0.13762
37593.121     -0.00578      -7.10869
37593.385     -0.01446      -1.87967
37593.601     -0.01681      -0.14482
37593.769     -0.01868       1.83017
37593.889     -0.02094       1.26819
37593.961     -0.01003       0.91951
37593.985     -0.00000       1.30377
